id;programa;codigo_programa;codigo_instituicao
3029;SAÚDE, BEM-ESTAR E PRODUÇÃO ANIMAL SUSTENTÁVEL NA FRONTEIRA SUL;41020014011P5;41020014
3030;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;51005018
3031;Agronegócios;51005018012P8;51005018
3032;AGRONOMIA;51005018001P6;51005018
3033;ALIMENTOS, NUTRIÇÃO E SAÚDE;51005018173P1;51005018
3034;Antropologia;51005018013P4;51005018
3035;Biodiversidade e Meio Ambiente;51005018011P1;51005018
3036;Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste;53001010100P8;51005018
3037;Ciência e Tecnologia Ambiental;51005018006P8;51005018
3038;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;51005018171P9;51005018
3039;CIÊNCIAS DA SAUDE;51005018009P7;51005018
3040;EDUCAÇÃO;51005018005P1;51005018
3041;EDUCAÇÃO E TERRITORIALIDADE;51005018174P8;51005018
3042;Engenharia Agrícola;51005018014P0;51005018
3043;Ensino de Física  - PROFIS;33283010001P5;51005018
3044;ENTOMOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE;51005018003P9;51005018
3045;FRONTEIRAS E DIREITOS HUMANOS;51005018170P2;51005018
3046;GEOGRAFIA;51005018004P5;51005018
3047;HISTÓRIA;51005018002P2;51005018
3048;Letras;51005018007P4;51005018
3049;Matemática em Rede Nacional;31075010001P2;51005018
3050;PSICOLOGIA;51005018101P0;51005018
3051;Química;51005018010P5;51005018
3052;QUÍMICA;51005018172P5;51005018
3053;Sociologia;51005018015P7;51005018
3054;Zootecnia;51005018008P0;51005018
3055;BIOCIÊNCIAS;40043010006P1;40043010
3056;BIODIVERSIDADE NEOTROPICAL;40043010007P8;40043010
3057;ECONOMIA;40043010011P5;40043010
3058;ENERGIA & SUSTENTABILIDADE;40043010012P1;40043010
3059;ENGENHARIA CIVIL;40043010008P4;40043010
3060;FÍSICA APLICADA ;40043010003P2;40043010
3061;HISTÓRIA ;40043010010P9;40043010
3062;INTEGRAÇÃO CONTEMPORÂNEA DA AMÉRICA LATINA - ICAL;40043010002P6;40043010
3063;Interdisciplinar  em Estudos Latino-Americanos;40043010001P0;40043010
3064;LITERATURA COMPARADA;40043010005P5;40043010
3065;POLÍTICAS PÚBLICAS E DESENVOLVIMENTO;40043010004P9;40043010
3066;RELAÇÕES INTERNACIONAIS;40043010009P0;40043010
3067;Ensino de História;31001017155P1;24013013
3068;AGRONOMIA;24001031020P0;24001031
3069;Biodiversidade;24001031026P8;24001031
3070;Ciência Animal;24001031025P1;24001031
3071;Ciência do Solo;24001031021P6;24001031
3072;ZOOTECNIA;24001031024P5;24001031
3073;ZOOTECNIA;25003011009P0;24001031
3074;ADMINISTRAÇÃO;24001015017P8;24001015
3075;AGRONOMIA;24001031020P0;24001015
3076;Antropologia;24001015060P0;24001015
3077;ARQUITETURA E URBANISMO;24001015052P8;24001015
3078;ARTES VISUAIS UFPB J.P. - UFPE;24001015056P3;24001015
3079;Biologia Celular e Molecular;24001015057P0;24001015
3080;Biotecnologia;24001015074P1;24001015
3081;BIOTECNOLOGIA - Rede RENORBIO;22003010017P5;24001015
3082;Ciência Animal;24001031025P1;24001015
3083;CIÊNCIA DA INFORMAÇÃO;24001015049P7;24001015
3084;Ciência do Solo;24001031021P6;24001015
3085;CIÊNCIA E ENGENHARIA DE MATERIAIS;24001015061P7;24001015
3086;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;24001015025P0;24001015
3087;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS;24001015080P1;24001015
3088;Ciências Agrárias Agroecologia;24001015064P6;24001015
3089;CIÊNCIAS BIOLÓGICAS ZOOLOGIA;24001015029P6;24001015
3090;CIÊNCIAS CONTÁBEIS;24001015075P8;24001015
3091;CIÊNCIAS DA INFORMAÇÃO;24001015018P4;24001015
3092;CIÊNCIAS DA NUTRIÇÃO;24001015041P6;24001015
3093;CIÊNCIAS DAS RELIGIÕES;24001015050P5;24001015
3094;CIÊNCIAS JURÍDICAS;24001015037P9;24001015
3095;COMPUTAÇÃO, COMUNICAÇÃO E ARTES;24001015078P7;24001015
3096;COMUNICAÇÃO E CULTURAS MIDIÁTICAS;24001015053P4;24001015
3097;CONTABILIDADE - UNB - UFPB - UFRN;53001010073P0;24001015
3098;DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS;23001011047P1;24001015
3099;DESENVOLVIMENTO E MEIO AMBIENTE - PRODEMA;24001015038P5;24001015
3100;DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP;22001018074P6;24001015
3101;DIREITOS HUMANOS, CIDADANIA E POLÍTICAS PÚBLICAS;24001015065P2;24001015
3102;Ecologia e Monitoramento Ambiental;24001040001P4;24001015
3103;ECONOMIA;24001015027P3;24001015
3104;Economia do Setor Público;24001015069P8;24001015
3105;EDUCAÇÃO;24001015001P4;24001015
3106;EDUCAÇÃO FÍSICA;25004018014P0;24001015
3107;Energias Renováveis;24001015072P9;24001015
3108;ENFERMAGEM;24001015016P1;24001015
3109;ENGENHARIA BIOMÉDICA;24001015007P2;24001015
3110;ENGENHARIA CIVIL E AMBIENTAL;24001015040P0;24001015
3111;ENGENHARIA DE PRODUÇÃO;24001015012P6;24001015
3112;Engenharia Elétrica;24001015062P3;24001015
3113;ENGENHARIA MECÂNICA;24001015010P3;24001015
3114;ENGENHARIA QUÍMICA;24001015076P4;24001015
3115;FILOSOFIA;24001015005P0;24001015
3116;FILOSOFIA UFPE-UFPB-UFRN;24001015046P8;24001015
3117;FÍSICA;24001015002P0;24001015
3118;FISIOTERAPIA;24001015082P4;24001015
3119;FONOAUDIOLOGIA;24001015081P8;24001015
3120;GENÉTICA;24001015031P0;24001015
3121;GEOGRAFIA;24001015042P2;24001015
3122;GERONTOLOGIA;24001015077P0;24001015
3123;Gestão em Organizações Aprendentes;24001015059P2;24001015
3124;GESTÃO PÚBLICA E COOPERAÇÃO INTERNACIONAL;24001015079P3;24001015
3125;HISTÓRIA;24001015045P1;24001015
3126;INFORMÁTICA;24001015047P4;24001015
3127;JORNALISMO;24001015068P1;24001015
3128;LETRAS;23001011069P5;24001015
3129;LETRAS;24001015026P7;24001015
3130;LETRAS;24001015051P1;24001015
3131;LINGÜÍSTICA;24001015048P0;24001015
3132;LINGUÍSTICA E ENSINO;24001015066P9;24001015
3133;MATEMÁTICA;24001015035P6;24001015
3134;Matemática em Rede Nacional;31075010001P2;24001015
3135;MATEMÁTICA - UFPB-J.P. - UFCG;24001015058P6;24001015
3136;MODELAGEM MATEMÁTICA E COMPUTACIONAL;24001015071P2;24001015
3137;MODELOS DE DECISÃO E SAÚDE;24001015055P7;24001015
3138;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;33147019001P2;24001015
3139;MÚSICA;24001015044P5;24001015
3140;Neurociência Cognitiva e Comportamento;24001015067P5;24001015
3141;Odontologia;24001015034P0;24001015
3142;ODONTOLOGIA;24001015039P1;24001015
3143;POLÍTICAS PÚBLICAS, GESTÃO E AVALIAÇÃO DA EDUCAÇÃO SUPERIOR;24001015073P5;24001015
3144;PRODUTOS NATURAIS E SINTÉTICOS BIOATIVOS;24001015015P5;24001015
3145;PROFARTES;41002016026P1;24001015
3146;PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL;32001010175P5;24001015
3147;PSICOLOGIA PSICOLOGIA SOCIAL;24001015006P6;24001015
3148;PSICOLOGIA PSICOLOGIA SOCIAL) UFPB-J.P. - UFRN;24001015043P9;24001015
3149;Psicologia Social;24001015063P0;24001015
3150;QUÍMICA;24001015030P4;24001015
3151;SAÚDE COLETIVA;24001015083P0;24001015
3152;Saúde da Família;31010016027P9;24001015
3153;Saúde da Família;33303002001P9;24001015
3154;SERVIÇO SOCIAL;24001015019P0;24001015
3155;SOCIOLOGIA;24001015004P3;24001015
3156;TECNOLOGIA AGROALIMENTAR;24001015054P0;24001015
3157;ZOOTECNIA;24001031024P5;24001015
3158;ZOOTECNIA;25003011009P0;24001015
3159;Ecologia e Monitoramento Ambiental;24001040001P4;24001040
3160;ADMINISTRAÇÃO;26001012004P9;26001012
3161;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;26001012
3162;Agricultura e Ambiente;26001012033P9;26001012
3163;AGRONOMIA PRODUÇÃO VEGETAL;26001012010P9;26001012
3164; ANTROPOLOGIA SOCIAL;26001012082P0;26001012
3165;BIOTECNOLOGIA - Rede RENORBIO;22003010017P5;26001012
3166;CIÊNCIA DA INFORMAÇÃO;26001012171P2;26001012
3167;CIÊNCIAS DA SAÚDE;26001012023P3;26001012
3168;CIÊNCIAS FARMACÊUTICAS;26001012036P8;26001012
3169;CIÊNCIAS MÉDICAS;26001012173P5;26001012
3170;DESENVOLVIMENTO E MEIO AMBIENTE;26001012008P4;26001012
3171;DINÂMICA DO ESPAÇO HABITADO;26001012014P4;26001012
3172;DIREITO;26001012018P0;26001012
3173;Diversidade Biológica e Conservação nos Trópicos;26001012025P6;26001012
3174;ECONOMIA;26001012024P0;26001012
3175;EDUCAÇÃO;26001012011P5;26001012
3176;Energia da Biomassa;26001012037P4;26001012
3177;ENFERMAGEM;26001012030P0;26001012
3178;ENGENHARIA CIVIL;26001012012P1;26001012
3179;ENGENHARIA QUÍMICA;26001012022P7;26001012
3180;Ensino de Ciências e Matemática;26001012027P9;26001012
3181;Ensino de Física  - PROFIS;33283010001P5;26001012
3182;Ensino na Saúde;26001012031P6;26001012
3183;FILOSOFIA;26001012172P9;26001012
3184;Física;26001012002P6;26001012
3185;Geografia;26001012038P0;26001012
3186;História;26001012034P5;26001012
3187;Informática;26001012035P1;26001012
3188;INOVAÇÃO E TECNOLOGIA INTEGRADAS À MEDICINA VETERINÁRIA PARA O  DESENVOLVIMENTO REGIONAL;26001012170P6;26001012
3189;LETRAS;23001011069P5;26001012
3190;LETRAS E LINGÜÍSTICA;26001012021P0;26001012
3191;Linguística e Literatura;26001012001P0;26001012
3192;MATEMÁTICA;26001012015P0;26001012
3193;Matemática em Rede Nacional;31075010001P2;26001012
3194;MATEMÁTICA - UFBA-UFAL;28001010081P2;26001012
3195;MATERIAIS;26001012028P5;26001012
3196;METEOROLOGIA;26001012005P5;26001012
3197;MODELAGEM COMPUTACIONAL DE CONHECIMENTO;26001012017P3;26001012
3198;Multicêntrico em Bioquímica e Biologia Molecular;33287015001P7;26001012
3199;NUTRIÇÃO;26001012020P4;26001012
3200;PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL;32001010175P5;26001012
3201;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;26001012
3202;Proteção de Plantas;26001012029P1;26001012
3203;Psicologia;26001012032P2;26001012
3204;QUÍMICA E BIOTECNOLOGIA;26001012003P2;26001012
3205;Química em Rede Nacional;31001017169P2;26001012
3206;RECURSOS HIDRICOS E SANEAMENTO;26001012019P6;26001012
3207;Saúde da Família;33303002001P9;26001012
3208;SERVIÇO SOCIAL;26001012016P7;26001012
3209;SOCIOLOGIA;26001012013P8;26001012
3210;ZOOTECNIA;26001012026P2;26001012
3211;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;32011016
3212;Biociências Aplicadas à Saúde;32011016007P7;32011016
3213;BIOTECNOLOGIA;32011016044P0;32011016
3214;Ciência e Engenharia Ambiental;32011016011P4;32011016
3215;Ciência e Engenharia de Materiais;32011016008P3;32011016
3216;Ciências Ambientais;32011016005P4;32011016
3217;CIÊNCIAS BIOLÓGICAS;32011016040P4;32011016
3218;CIÊNCIAS DA REABILITAÇÃO;32011016042P7;32011016
3219;CIÊNCIAS FARMACÊUTICAS;32011016003P1;32011016
3220;Ciências Odontológicas;32011016009P0;32011016
3221;ECONOMIA;32011016043P3;32011016
3222;Educação;32011016015P0;32011016
3223;Enfermagem;32011016006P0;32011016
3224;ENGENHARIA QUÍMICA;32011016041P0;32011016
3225;Ensino de Física  - PROFIS;33283010001P5;32011016
3226;Estatística Aplicada e Biometria;32011016013P7;32011016
3227;FÍSICA - UFLA - UFSJ - UNIFAL;32011016010P8;32011016
3228;GEOGRAFIA;32011016045P6;32011016
3229;Gestão Pública e Sociedade;32011016012P0;32011016
3230;História Ibérica;32011016014P3;32011016
3231;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;33147019001P2;32011016
3232;Multicêntrico em Química de Minas Gerais;32005016039P0;32011016
3233;QUÍMICA;32011016004P8;32011016
3234;ADMINISTRAÇÃO;24009016172P4;24009016
3235;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;24009016
3236;Ciência Animal;24009016013P3;24009016
3237;CIÊNCIA DA COMPUTAÇÃO;24009016005P0;24009016
3238;CIÊNCIA E ENGENHARIA DE MATERIAIS;24009016014P0;24009016
3239;Ciência e Saúde Animal;24009016011P0;24009016
3240;CIÊNCIA POLÍTICA;24009016171P8;24009016
3241;CIÊNCIAS FLORESTAIS;24009016021P6;24009016
3242;Ciências Naturais e Biotecnologia;24009016030P5;24009016
3243;CIÊNCIAS SOCIAIS;24009016019P1;24009016
3244;DESIGN;24009016031P1;24009016
3245;EDUCAÇÃO;24009016071P3;24009016
3246;ENGENHARIA AGRÍCOLA;24009016007P3;24009016
3247;ENGENHARIA CIVIL E AMBIENTAL;24009016002P1;24009016
3248;ENGENHARIA DE ALIMENTOS;24009016173P0;24009016
3249;ENGENHARIA DE MINAS;24009016008P0;24009016
3250;ENGENHARIA DE PROCESSOS;24009016010P4;24009016
3251;ENGENHARIA ELÉTRICA;24009016003P8;24009016
3252;Engenharia Elétrica;24009016027P4;24009016
3253;Engenharia Mecânica;24009016025P1;24009016
3254;ENGENHARIA QUÍMICA;24009016004P4;24009016
3255;Exploração Petrolífera e Mineral;24009016029P7;24009016
3256;FILOSOFIA;40001016170P6;24009016
3257;FÍSICA;24009016017P9;24009016
3258;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;33004013069P2;24009016
3259;HISTÓRIA;24009016018P5;24009016
3260;Horticultura Tropical;24009016028P0;24009016
3261;LETRAS;23001011069P5;24009016
3262;LINGUAGEM E ENSINO;24009016015P6;24009016
3263;MATEMÁTICA;24009016012P7;24009016
3264;Matemática em Rede Nacional;31075010001P2;24009016
3265;MATEMÁTICA - UFPB-J.P. - UFCG;24001015058P6;24009016
3266;METEOROLOGIA;24009016001P5;24009016
3267;RECURSOS NATURAIS;24009016009P6;24009016
3268;Sistemas Agroindustriais;24009016026P8;24009016
3269;SISTEMAS AGROINDUSTRIAIS;24009016070P7;24009016
3270;SOCIOLOGIA EM REDE NACIONAL;25016016039P8;24009016
3271;SOCIOLOGIA RURAL;24009016006P7;24009016
3272;Administração;52001016068P0;52001016
3273;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;52001016
3274;AGRONEGÓCIO;52001016032P6;52001016
3275;AGRONEGÓCIOS;51001012016P8;52001016
3276;AGRONOMIA;52001016006P5;52001016
3277;AGRONOMIA Produção Vegetal;52001016033P2;52001016
3278;ANTROPOLOGIA SOCIAL;52001016043P8;52001016
3279;ARTE E CULTURA VISUAL;52001016024P3;52001016
3280;ARTES DA CENA;52001016108P2;52001016
3281;Assistência e Avaliação em Saúde;52001016072P8;52001016
3282;BIOCIÊNCIA ANIMAL;52001016105P3;52001016
3283;Biodiversidade Animal;52001016070P5;52001016
3284;Biodiversidade Vegetal;52001016054P0;52001016
3285;BIOLOGIA DA RELAÇÃO PARASITO-HOSPEDEIRO;52001016053P3;52001016
3286;Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste;53001010100P8;52001016
3287;CIÊNCIA ANIMAL;52001016014P8;52001016
3288;CIÊNCIA DA COMPUTAÇÃO;52001016027P2;52001016
3289;CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG;51001012028P6;52001016
3290;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;52001016029P5;52001016
3291;Ciência Política;52001016055P6;52001016
3292;CIÊNCIAS AMBIENTAIS;52001016022P0;52001016
3293;Ciências Aplicadas à Saúde;52001016059P1;52001016
3294;CIÊNCIAS BIOLÓGICAS;52001016005P9;52001016
3295;CIÊNCIAS CONTÁBEIS;52001016104P7;52001016
3296;CIÊNCIAS DA SAÚDE;52001016034P9;52001016
3297;CIÊNCIAS EXATAS E TECNOLÓGICAS;52001016103P0;52001016
3298;CIÊNCIAS FARMACÊUTICAS;52001016031P0;52001016
3299;COMUNICAÇÃO;52001016037P8;52001016
3300;DIREITO;52001016008P8;52001016
3301;DIREITO AGRÁRIO;52001016041P5;52001016
3302;DIREITO E POLÍTICAS PÚBLICAS;52001016107P6;52001016
3303;Direitos Humanos;52001016057P9;52001016
3304;ECOLOGIA E EVOLUÇÃO;52001016026P6;52001016
3305;ECONOMIA;52001016101P8;52001016
3306;EDUCAÇÃO;52001016007P1;52001016
3307;Educação;52001016063P9;52001016
3308;EDUCAÇÃO - CAMPUS CATALÃO;52001016052P7;52001016
3309;EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA;52001016036P1;52001016
3310;EDUCAÇÃO FÍSICA;33004137068P8;52001016
3311;EDUCAÇÃO FÍSICA;52001016110P7;52001016
3312;ENFERMAGEM;52001016023P7;52001016
3313;ENGENHARIA AMBIENTAL E SANITÁRIA;52001016102P4;52001016
3314;ENGENHARIA CIVIL;52001016017P7;52001016
3315;ENGENHARIA CIVIL;52001016112P0;52001016
3316;ENGENHARIA DE PRODUÇÃO;52001016106P0;52001016
3317;ENGENHARIA DE PRODUÇÃO;52001016109P9;52001016
3318;ENGENHARIA DO MEIO AMBIENTE;52001016028P9;52001016
3319;ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO;52001016018P3;52001016
3320;Engenharia Química;52001016069P7;52001016
3321;Ensino de Física  - PROFIS;33283010001P5;52001016
3322;Ensino de História;31001017155P1;52001016
3323;Ensino na Educação Básica;52001016060P0;52001016
3324;Ensino na Saúde;52001016051P0;52001016
3325;ESTUDOS DA LINGUAGEM;52001016049P6;52001016
3326;FILOSOFIA;52001016011P9;52001016
3327;FÍSICA;52001016009P4;52001016
3328;Genética e Biologia Molecular;52001016056P2;52001016
3329;Genética e Melhoramento de Plantas;52001016047P3;52001016
3330;GEOGRAFIA;52001016012P5;52001016
3331;GEOGRAFIA CAMPUS CATALÃO ;52001016042P1;52001016
3332;GEOGRAFIA CAMPUS JATAI ;52001016045P0;52001016
3333;GEOTECNIA, ESTRUTURAS E CONSTRUÇÃO CIVIL;52001016039P0;52001016
3334;GESTÃO ORGANIZACIONAL;52001016061P6;52001016
3335;HISTÓRIA;52001016002P0;52001016
3336;HISTORIA;52001016066P8;52001016
3337;Inovação Farmacêutica;52001016062P2;52001016
3338;LETRAS E LINGUÍSTICA;52001016004P2;52001016
3339;MATEMÁTICA;52001016001P3;52001016
3340;Matemática em Rede Nacional;31075010001P2;52001016
3341;MEDICINA TROPICAL E SAÚDE PÚBLICA;52001016003P6;52001016
3342;Modelagem e Otimização;52001016067P4;52001016
3343;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;33147019001P2;52001016
3344;MÚSICA;52001016013P1;52001016
3345;Nanotecnologia Farmacêutica;52001016048P0;52001016
3346;Nutrição e Saúde;52001016044P4;52001016
3347;ODONTOLOGIA;52001016025P0;52001016
3348;ODONTOLOGIA RADIOLOGIA BUCO MAXILO FACIAL;52001016021P4;52001016
3349;Performances Culturais;52001016058P5;52001016
3350;PROJETO E CIDADE;52001016065P1;52001016
3351;Psicologia;52001016071P1;52001016
3352;QUÍMICA;51005018172P5;52001016
3353;QUÍMICA;52001016019P0;52001016
3354;QUÍMICA;52001016030P3;52001016
3355;QUÍMICA;52001016111P3;52001016
3356;QUÍMICA - CAMPUS CATALÃO;52001016050P4;52001016
3357;QUÍMICA - UFG-UFMS-UFU;52001016035P5;52001016
3358;Saude Coletiva;52001016046P7;52001016
3359;SOCIOLOGIA;52001016020P8;52001016
3360;Zootecnia;52001016064P5;52001016
3361;Administração;32003013014P4;32003013
3362;CIÊNCIA E TECNOLOGIA DA COMPUTAÇÃO;32003013008P4;32003013
3363;DESENVOLVIMENTO, TECNOLOGIAS E SOCIEDADE;32003013011P5;32003013
3364;EDUCAÇÃO EM CIÊNCIAS;32003013041P1;32003013
3365;ENGENHARIA DE ENERGIA;32003013004P9;32003013
3366;Engenharia de Materiais;32003013009P0;32003013
3367;ENGENHARIA DE PRODUÇÃO;32003013003P2;32003013
3368;ENGENHARIA DE PRODUÇÃO;32003013040P5;32003013
3369;ENGENHARIA ELÉTRICA;32003013001P0;32003013
3370; ENGENHARIA HÍDRICA  ;32003013042P8;32003013
3371;ENGENHARIA MECÂNICA;32003013002P6;32003013
3372;ENSINO DE CIÊNCIAS;32003013010P9;32003013
3373;FÍSICA;32003013013P8;32003013
3374;FÍSICA E MATEMÁTICA APLICADA;32003013006P1;32003013
3375;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;33004013069P2;32003013
3376;Matemática;32003013012P1;32003013
3377;MATERIAIS PARA ENGENHARIA;32003013005P5;32003013
3378;MEIO AMBIENTE E RECURSOS HÍDRICOS;32003013007P8;32003013
3379;Multicêntrico em Química de Minas Gerais;32005016039P0;32003013
3380;ADMINISTRAÇÃO;32005016070P4;32005016
3381;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;32005016
3382;Ambiente Construído;32005016029P4;32005016
3383;ARTES, CULTURA E LINGUAGENS;32005016038P3;32005016
3384;ASTROFÍSICA, COSMOLOGIA E GRAVITAÇÃO;30001013105P1;32005016
3385;Ciência da Computação;32005016034P8;32005016
3386;CIÊNCIA DA RELIGIÃO;32005016004P1;32005016
3387;CIÊNCIA E TECNOLOGIA DO LEITE E DERIVADOS;32005016028P8;32005016
3388;CIÊNCIAS BIOLÓGICAS;32005016015P3;32005016
3389;CIÊNCIAS BIOLÓGICAS ZOOLOGIA;32005016003P5;32005016
3390;CIÊNCIAS DA REABILITAÇÃO E DESEMPENHO FÍSICO-FUNCIONAL;32005016071P0;32005016
3391;CIÊNCIAS FARMACÊUTICAS;32005016032P5;32005016
3392;CIÊNCIAS SOCIAIS;32005016011P8;32005016
3393;COMUNICAÇÃO;32005016019P9;32005016
3394;Direito e Inovação;32005016036P0;32005016
3395;ECOLOGIA;32005016012P4;32005016
3396;ECONOMIA;32005016016P0;32005016
3397;EDUCAÇÃO;32005016007P0;32005016
3398;EDUCAÇÃO FÍSICA;32002017034P9;32005016
3399;EDUCAÇÃO MATEMÁTICA;32005016027P1;32005016
3400;Enfermagem;32005016033P1;32005016
3401;ENGENHARIA CIVIL;32005016106P9;32005016
3402;ENGENHARIA ELÉTRICA;32005016005P8;32005016
3403;Ensino de Física  - PROFIS;33283010001P5;32005016
3404;FILOSOFIA;32005016001P2;32005016
3405;FILOSOFIA;32005016107P5;32005016
3406;FÍSICA;32005016008P7;32005016
3407;FÍSICA  - UFV;32005016023P6;32005016
3408;GEOGRAFIA;32005016035P4;32005016
3409;Gestão e Avaliação da Educação Pública;32005016031P9;32005016
3410;HISTÓRIA;32005016010P1;32005016
3411;LETRAS: ESTUDOS LITERÁRIOS;32005016020P7;32005016
3412;LETRAS;23001011069P5;32005016
3413;LETRAS;32005016002P9;32005016
3414;LINGÜÍSTICA;32005016022P0;32005016
3415;MATEMÁTICA;32005016030P2;32005016
3416;Matemática em Rede Nacional;31075010001P2;32005016
3417;MODELAGEM COMPUTACIONAL;32005016017P6;32005016
3418;Multicêntrico em Bioquímica e Biologia Molecular;33287015001P7;32005016
3419;Multicêntrico em Química de Minas Gerais;32005016039P0;32005016
3420;Odontologia;32005016018P2;32005016
3421;PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL;32001010175P5;32005016
3422;PSICOLOGIA;32005016025P9;32005016
3423;QUÍMICA;32005016009P3;32005016
3424;SAÚDE;32005016014P7;32005016
3425;SAÚDE COLETIVA;32005016021P3;32005016
3426;Saúde da Família;33303002001P9;32005016
3427;SERVIÇO SOCIAL;32005016013P0;32005016
3428;CIÊNCIAS APLICADAS À SAÚDE;31142001001P0;31142001
3429;PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL;32001010175P5;31142001
3430;ADMINISTRAÇÃO;32004010003P2;32004010
3431;Administração Pública;32004010024P0;32004010
3432;AGRONOMIA FISIOLOGIA VEGETAL;32004010008P4;32004010
3433;AGRONOMIA FITOPATOLOGIA;32004010012P1;32004010
3434;AGRONOMIA FITOTECNIA;32004010001P0;32004010
3435;AGROQUÍMICA;32004010013P8;32004010
3436;BIOTECNOLOGIA VEGETAL;32004010016P7;32004010
3437;BOTÂNICA APLICADA;32004010025P6;32004010
3438;Ciência da Computação;32004010027P9;32004010
3439;CIÊNCIA DO SOLO;32004010002P6;32004010
3440;CIÊNCIA E TECNOLOGIA DA MADEIRA;32004010018P0;32004010
3441;CIÊNCIA E TECNOLOGIA DA PRODUÇÃO ANIMAL ;32004010049P2;32004010
3442;CIÊNCIAS DA SAÚDE;32004010041P1;32004010
3443;CIÊNCIAS DOS ALIMENTOS;32004010005P5;32004010
3444;CIÊNCIAS VETERINÁRIAS;32004010015P0;32004010
3445;Desenvolvimento sustentável e extensão;32004010030P0;32004010
3446;ECOLOGIA APLICADA;32004010017P3;32004010
3447;Educação;32004010023P3;32004010
3448;EDUCAÇÃO CIENTÍFICA E AMBIENTAL;32004010044P0;32004010
3449;ENGENHARIA AGRÍCOLA;32004010009P0;32004010
3450;ENGENHARIA AMBIENTAL;32004010043P4;32004010
3451;ENGENHARIA DE ALIMENTOS;32004010042P8;32004010
3452;Engenharia de Biomateriais;32004010031P6;32004010
3453;Engenharia de Sistemas e Automação;32004010020P4;32004010
3454;ENGENHARIA FLORESTAL;32004010010P9;32004010
3455;ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA;32004010045P7;32004010
3456;Ensino de Física  - PROFIS;33283010001P5;32004010
3457;ENTOMOLOGIA;32004010007P8;32004010
3458;ESTATÍSTICA E EXPERIMENTAÇÃO AGROPECUÁRIA;32004010011P5;32004010
3459;FILOSOFIA;32004010048P6;32004010
3460;FÍSICA;32004010046P3;32004010
3461;FÍSICA - UFLA - UFSJ - UNIFAL;32011016010P8;32004010
3462;GENÉTICA E MELHORAMENTO DE PLANTAS;32004010006P1;32004010
3463;Genética e Melhoramento de Plantas;32004010026P2;32004010
3464;LETRAS;32004010047P0;32004010
3465;Matemática em Rede Nacional;31075010001P2;32004010
3466;MICROBIOLOGIA AGRÍCOLA;32004010014P4;32004010
3467;Multicêntrico em Química de Minas Gerais;32005016039P0;32004010
3468;NUTRIÇÃO E SAÚDE;32004010040P5;32004010
3469;Plantas Medicinais, Aromáticas e Condimentares;32004010029P1;32004010
3470;Recursos Hídricos;32004010022P7;32004010
3471;Tecnologias e Inovações Ambientais;32004010028P5;32004010
3472;ZOOTECNIA;32004010004P9;32004010
3473;AGRICULTURA TROPICAL;50001019002P4;50001019
3474;Agronomia;50001019034P3;50001019
3475;Antropologia Social;50001019037P2;50001019
3476;Biodiversidade e Biotecnologia - Rede BIONORTE;12001015038P1;50001019
3477;Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste;53001010100P8;50001019
3478;CIÊNCIA ANIMAL;50001019014P2;50001019
3479;CIÊNCIA DE MATERIAIS;50001019026P0;50001019
3480;CIÊNCIAS AMBIENTAIS;50001019032P0;50001019
3481;CIÊNCIAS DA SAÚDE;50001019009P9;50001019
3482;CIÊNCIAS EM SAÚDE;50001019102P9;50001019
