id;programa;codigo_programa;codigo_instituicao
5398;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;16003012
5399;QUÍMICA;16003012171P7;16003012
5400;SANIDADE ANIMAL  E SAÚDE  PÚBLICA NOS TRÓPICOS;16003012156P8;16003012
5401;Saúde da Família;33303002001P9;16003012
5402;SERVIÇO SOCIAL;16003012175P2;16003012
5403;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;32012012
5404;ATENÇÃO À SAÚDE;32012012004P4;32012012
5405;CIÊNCIA E TECNOLOGIA AMBIENTAL;32012012171P8;32012012
5406;CIÊNCIAS DA SAÚDE;32012012001P5;32012012
5407;CIÊNCIAS FISIOLÓGICAS;32012012005P0;32012012
5408;Educação;32012012008P0;32012012
5409;Educação Física;32012012007P3;32012012
5410;FISIOTERAPIA ;32012012170P1;32012012
5411;Inovação Tecnológica;32012012006P7;32012012
5412;Interdisciplinar em Biociências Aplicadas;32012012009P6;32012012
5413;LETRAS;23001011069P5;32012012
5414;Matemática em Rede Nacional;31075010001P2;32012012
5415;MEDICINA TROPICAL E INFECTOLOGIA;32012012003P8;32012012
5416;Multicêntrico em Química de Minas Gerais;32005016039P0;32012012
5417;PSICOLOGIA;32012012070P7;32012012
5418;Química em Rede Nacional;31001017169P2;32012012
5419;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;25020013
5420;AGROECOLOGIA E DESENVOLVIMENTO TERRITORIAL;25020013042P2;25020013
5421;AGRONOMIA \x96 PRODUÇÃO VEGETAL;25020013008P9;25020013
5422;ARQUEOLOGIA;25020013043P9;25020013
5423;Biociências;25020013003P7;25020013
5424;CIÊNCIA ANIMAL;25020013002P0;25020013
5425;CIÊNCIA ANIMAL;25020013041P6;25020013
5426;CIÊNCIA DOS MATERIAIS;25020013001P4;25020013
5427;Ciências da Saúde e Biológicas;25020013005P0;25020013
5428;Ciências Veterinárias no Semiárido;25020013006P6;25020013
5429;DINÂMICAS DE DESENVOLVIMENTO DO SEMIÁRIDO ;25020013040P0;25020013
5430;EDUCAÇÃO FÍSICA;25020013010P3;25020013
5431;Engenharia Agrícola;25020013004P3;25020013
5432;Ensino de Física  - PROFIS;33283010001P5;25020013
5433;EXTENSÃO RURAL;25020013011P0;25020013
5434;Matemática em Rede Nacional;31075010001P2;25020013
5435;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;25020013
5436;PSICOLOGIA;25020013009P5;25020013
5437;SOCIOLOGIA EM REDE NACIONAL;25016016039P8;25020013
5438;ADMINISTRAÇÃO PÚBLICA;32010010042P4;32010010
5439;Biocombustíveis - UFVJM - UFU;32010010010P5;32010010
5440;BIOLOGIA ANIMAL;32010010040P1;32010010
5441;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;32010010044P7;32010010
5442;CIÊNCIA FLORESTAL;32010010005P1;32010010
5443;CIÊNCIAS DA NUTRIÇÃO;32010010047P6;32010010
5444;Ciências Farmacêuticas;32010010009P7;32010010
5445;CIÊNCIAS HUMANAS;32010010011P1;32010010
5446;Educação;32010010012P8;32010010
5447;EDUCAÇÃO EM CIÊNCIAS, MATEMÁTICA E TECNOLOGIA;32010010046P0;32010010
5448;Ensino em Saúde;32010010008P0;32010010
5449;ESTUDOS RURAIS;32010010043P0;32010010
5450;GEOLOGIA;32010010045P3;32010010
5451;Matemática em Rede Nacional;31075010001P2;32010010
5452;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;33147019001P2;32010010
5453;Multicêntrico em Química de Minas Gerais;32005016039P0;32010010
5454;ODONTOLOGIA;32010010001P6;32010010
5455;ODONTOLOGIA;32010010006P8;32010010
5456;PRODUÇÃO VEGETAL;32010010002P2;32010010
5457;QUÍMICA;32010010004P5;32010010
5458;REABILITAÇÃO E DESEMPENHO FUNCIONAL;32010010041P8;32010010
5459;Saúde, Sociedade e Ambiente;32010010007P4;32010010
5460;TECNOLOGIA, AMBIENTE E SOCIEDADE;32010010013P4;32010010
5461;ZOOTECNIA;32010010003P9;32010010
5462;Administração;31003010078P3;31003010
5463;ADMINISTRAÇÃO;31003010092P6;31003010
5464;ADMINISTRAÇÃO E GESTÃO DA ASSISTÊNCIA FARMACÊUTICA;31003010082P0;31003010
5465;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;31003010
5466;ANTROPOLOGIA;31003010031P7;31003010
5467;ARQUITETURA E URBANISMO;31003010052P4;31003010
5468;BIOÉTICA, ÉTICA APLICADA E SAÚDE COLETIVA;31001017141P0;31003010
5469;Biologia Marinha e Ambientes Costeiros;31003010039P8;31003010
5470;BIOTECNOLOGIA MARINHA;33305005001P1;31003010
5471;CIÊNCIA AMBIENTAL;31003010037P5;31003010
5472;CIÊNCIA DA INFORMAÇÃO;31003010063P6;31003010
5473;CIÊNCIA  POLÍTICA;31003010033P0;31003010
5474;CIÊNCIAS, TECNOLOGIAS E INCLUSÃO;31003010174P2;31003010
5475;CIÊNCIAS APLICADAS A PRODUTOS PARA SAÚDE;31003010064P2;31003010
5476;Ciências Biomédicas Fisiologia e Farmacologia;31003010096P1;31003010
5477;CIÊNCIAS CARDIOVASCULARES;31003010021P1;31003010
5478;CIÊNCIAS DA COMPUTAÇÃO;31003010034P6;31003010
5479;CIÊNCIAS DA INFORMAÇÃO;31003010056P0;31003010
5480;CIÊNCIAS DA NUTRIÇÃO;31003010171P3;31003010
5481;Ciências e Biotecnologia;31003010079P0;31003010
5482;CIÊNCIAS MÉDICAS;31003010048P7;31003010
5483;CIÊNCIAS VETERINÁRIAS REPROD. ANIMAL E MED. VET. COLETIVA;31003010023P4;31003010
5484;CINEMA E AUDIOVISUAL;31003010172P0;31003010
5485;COMPUTAÇÃO;31003010046P4;31003010
5486;COMPUTAÇÃO APLICADA E AUTOMAÇÃO;31003010035P2;31003010
5487;COMUNICAÇÃO;31003010040P6;31003010
5488;CULTURA E TERRITORIALIDADES;31003010090P3;31003010
5489;DEFESA E SEGURANÇA CIVIL;31003010057P6;31003010
5490;DESENVOLVIMENTO REGIONAL, AMBIENTE E POLÍTICAS PÚBLICAS;31003010170P7;31003010
5491;DINÂMICA DOS OCEANOS E DA TERRA;31003010029P2;31003010
5492;Direito Constitucional;31003010080P8;31003010
5493;DIREITOS, INSTITUIÇÕES E NEGÓCIOS;31003010158P7;31003010
5494;Diversidade e Inclusão;31003010093P2;31003010
5495;ECONOMIA, NEGÓCIOS E FINANÇAS;31003010175P9;31003010
5496;ECONOMIA;31003010022P8;31003010
5497;EDUCAÇÃO;31003010001P0;31003010
5498;ENFERMAGEM;31003010055P3;31003010
5499;ENFERMAGEM;31003010067P1;31003010
5500;ENGENHARIA CIVIL;31003010006P2;31003010
5501;Engenharia de Biossistemas;31003010089P5;31003010
5502;ENGENHARIA DE PRODUÇÃO;31003010019P7;31003010
5503;ENGENHARIA DE PRODUÇÃO;31003010098P4;31003010
5504;Engenharia de Produção e Sistemas Computacionais;31003010086P6;31003010
5505;Engenharia Elétrica e Telecomunicações;31003010054P7;31003010
5506;ENGENHARIA MECÂNICA;31003010036P9;31003010
5507;Engenharia Mecânica - Volta Redonda;31003010077P7;31003010
5508;ENGENHARIA METALÚRGICA;31003010032P3;31003010
5509;ENGENHARIA QUÍMICA;31003010068P8;31003010
5510;ENSINO;31003010156P4;31003010
5511;Ensino de Ciências da Natureza;31003010085P0;31003010
5512;Ensino de Física  - PROFIS;33283010001P5;31003010
5513;Ensino de História;31001017155P1;31003010
5514;ENSINO NA SAÚDE:FORMAÇÃO DOCENTE INTERDISCIPLINAR PARA O SUS;31003010083P7;31003010
5515;Estudos Contemporaneos das Artes;31003010038P1;31003010
5516;Estudos de Linguagem;31003010073P1;31003010
5517;Estudos de Literatura;31003010074P8;31003010
5518;ESTUDOS ESTRATÉGICOS DA DEFESA E DA SEGURANÇA;31003010062P0;31003010
5519;FILOSOFIA;31003010081P4;31003010
5520;FÍSICA;31003010002P7;31003010
5521;GEOCIÊNCIAS GEOQUÍMICA;31003010004P0;31003010
5522;GEOGRAFIA;31003010041P2;31003010
5523;Geografia;31003010095P5;31003010
5524;HIGIENE, INSPEÇÃO E TECNOLOGIA DE ALIMENTOS DE ORIGEM ANIMAL;31003010069P4;31003010
5525;HISTÓRIA;31003010005P6;31003010
5526;Instrumentação e Óptica Aplicada;31022014007P2;31003010
5527;JUSTIÇA ADMINISTRATIVA;31003010071P9;31003010
5528;JUSTIÇA E SEGURANÇA;31003010173P6;31003010
5529;LETRAS;31003010016P8;31003010
5530;MATEMÁTICA;31003010003P3;31003010
5531;Matemática em Rede Nacional;31075010001P2;31003010
5532;MEDIC.VETERIN.(HIG.VETER.PROC.TECN.PROD.ORIG.ANIMAL;31003010015P1;31003010
5533;MEDICINA CIRURGIA GASTROENTEROLÓGICA;31003010008P5;31003010
5534;MEDICINA CIRURGIA TORÁCICA;31003010009P1;31003010
5535;MEDICINA DERMATOLOGIA;31003010010P0;31003010
5536;MEDICINA DOENÇAS INFECCIOSAS E PARASITÁRIAS;31003010030P0;31003010
5537;MEDICINA NEUROLOGIA;31003010025P7;31003010
5538;MEDICINA PNEUMOLOGIA;31003010011P6;31003010
5539;MEDICINA VETERINÁRIA CLÍNICA e REPRODUÇÃO ANIMAL;31003010024P0;31003010
5540;MICROBIOLOGIA E PARASITOLOGIA APLICADAS;31003010058P2;31003010
5541;Mídia e Cotidiano;31003010088P9;31003010
5542;MODELAGEM COMPUTACIONAL EM CIÊNCIA E TECNOLOGIA;31003010072P5;31003010
5543;Montagem Industrial;31003010087P2;31003010
5544;NEUROCIÊNCIAS;31003010042P9;31003010
5545;ODONTOLOGIA;31003010053P0;31003010
5546;ODONTOLOGIA;31003010094P9;31003010
5547;ODONTOLOGIA ODONTOLOGIA SOCIAL;31003010013P9;31003010
5548;PATOLOGIA;31003010017P4;31003010
5549;PATOLOGIA ANATOMIA PATOLÓGICA;31003010007P9;31003010
5550;PATOLOGIA BUCO-DENTAL;31003010018P0;31003010
5551;POLÍTICA SOCIAL;31003010049P3;31003010
5552;PSICOLOGIA;31003010043P5;31003010
5553;QUÍMICA;31003010027P0;31003010
5554;QUÍMICA;31003010047P0;31003010
5555;Química em Rede Nacional;31001017169P2;31003010
5556;RELACÕES INTERNACIONAIS;31003010050P1;31003010
5557;SAÚDE COLETIVA;31003010061P3;31003010
5558;SAÚDE DA CRIANÇA E DO ADOLESCENTE;31003010012P2;31003010
5559;Saúde da Família;33303002001P9;31003010
5560;Saúde Materno-Infantil;31003010076P0;31003010
5561;SERVIÇO SOCIAL E DESENVOLVIMENTO REGIONAL;31003010084P3;31003010
5562;SISTEMAS DE GESTÃO;31003010045P8;31003010
5563;Sistemas de Gestão Sustentáveis;31003010097P8;31003010
5564;Sociologia;31003010075P4;31003010
5565;SOCIOLOGIA E DIREITO;31003010044P1;31003010
5566;Tecnologia Ambiental;31003010091P0;31003010
5567;TURISMO;31003010157P0;31003010
5568;AGRONOMIA;15002012001P5;15002012
5569;Aquicultura e Recursos Aquáticos Tropicais;15002012005P0;15002012
5570;Biodiversidade e Biotecnologia - Rede BIONORTE;12001015038P1;15002012
5571;Biotecnologia Aplicada à Agropecuária;15002012007P3;15002012
5572;CIÊNCIAS AGRÁRIAS;15002012003P8;15002012
5573;CIÊNCIAS BIOLÓGICAS;15002012004P4;15002012
5574;CIÊNCIAS FLORESTAIS;15002012002P1;15002012
5575;Ciências Florestais;15002012008P0;15002012
5576;PRODUÇÃO ANIMAL NA AMAZÔNIA;15002012009P6;15002012
5577;REPRODUÇÃO ANIMAL NA AMAZÔNIA - REPROAMAZON;15001059001P0;15002012
5578;SAÚDE E PRODUÇÃO ANIMAL NA AMAZÔNIA;15002012006P7;15002012
5579;ADMINISTRAÇÃO E DESENVOLVIMENTO RURAL;25003011014P4;25003011
5580;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;25003011
5581;ADMINISTRAÇÃO RURAL E COMUNICAÇÃO RURAL;25003011004P9;25003011
5582;AGROECOLOGIA E DESENVOLVIMENTO TERRITORIAL;25020013042P2;25003011
5583;AGRONOMIA MELHORAMENTO GENÉTICO DE PLANTAS;25003011015P0;25003011
5584;BIOCIÊNCIA ANIMAL;25003011022P7;25003011
5585;BIODIVERSIDADE E CONSERVAÇÃO;25003011071P8;25003011
5586;BIOMETRIA E ESTATÍSTICA APLICADA;25003011010P9;25003011
5587;BIOTECNOLOGIA - Rede RENORBIO;22003010017P5;25003011
5588;BOTÂNICA;25003011001P0;25003011
5589;Ciência Animal e Pastagens;25003011027P9;25003011
5590;Ciência Animal Tropical;25003011031P6;25003011
5591;Ciência do Solo;25003011003P2;25003011
5592;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;25003011021P0;25003011
5593;CIÊNCIAS AMBIENTAIS;25003011072P4;25003011
5594;CIÊNCIAS FLORESTAIS;25003011013P8;25003011
5595;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;25003011037P4;25003011
5596;CONTROLADORIA;25003011070P1;25003011
5597;DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS;23001011047P1;25003011
5598;ECOLOGIA;25003011026P2;25003011
5599;Educação, Culturas e Identidades;25003011038P0;25003011
5600;ENGENHARIA AGRÍCOLA;25003011018P0;25003011
5601;ENGENHARIA AMBIENTAL;25003011036P8;25003011
5602;ENGENHARIA FÍSICA;25003011074P7;25003011
5603;ENSINO DAS CIÊNCIAS;25003011012P1;25003011
5604;Ensino de Física  - PROFIS;33283010001P5;25003011
5605;ENTOMOLOGIA AGRÍCOLA;25003011017P3;25003011
5606;ESTUDOS DA LINGUAGEM;25003011075P3;25003011
5607;ETNOBIOLOGIA E CONSERVAÇÃO DA NATUREZA;25003011033P9;25003011
5608;EXTENSÃO RURAL E DESENVOLVIMENTO LOCAL;25003011016P7;25003011
5609;FÍSICA APLICADA;25003011024P0;25003011
5610;FITOPATOLOGIA;25003011002P6;25003011
5611;FITOPATOLOGIA;25003011007P8;25003011
5612;HISTÓRIA;25003011019P6;25003011
5613;Informática Aplicada;25003011032P2;25003011
5614;LETRAS;23001011069P5;25003011
5615;Matemática em Rede Nacional;31075010001P2;25003011
5616;MEDICINA VETERINÁRIA;25003011005P5;25003011
5617;Produção Agrícola;25003011028P5;25003011
5618;Produção Vegetal;25003011030P0;25003011
5619;QUIMICA;25003011020P4;25003011
5620;Química em Rede Nacional;31001017169P2;25003011
5621;RECURSOS PESQUEIROS E AQUICULTURA;25003011011P5;25003011
5622;Sanidade e Reprodução de Animais de Produção;25003011025P6;25003011
5623;SAÚDE ÚNICA;25003011073P0;25003011
5624;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;25003011029P1;25003011
5625;ZOOTECNIA;25003011006P1;25003011
5626;ADMINISTRAÇÃO;31002013030P0;31002013
5627;Agricultura Orgânica;31002013023P4;31002013
5628;AGRONOMIA CIÊNCIAS DO SOLO;31002013002P7;31002013
5629;BIOLOGIA ANIMAL;31002013012P2;31002013
5630;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;31002013006P2;31002013
5631;CIÊNCIAS AMBIENTAIS E FLORESTAIS;31002013011P6;31002013
5632;Ciências Fisiológicas;31002013029P2;31002013
5633;Ciências Sociais;31002013025P7;31002013
5634;CIÊNCIAS SOCIAIS EM DESENVOLVIMENTO, AGRICULTURA E SOCIEDADE;31002013007P9;31002013
5635;CIÊNCIAS VETERINÁRIAS;31002013003P3;31002013
5636;Ciência Tecnologia e Inovação em Agropecuária;31002013022P8;31002013
5637;DESENVOLVIMENTO TERRITORIAL E POLÍTICAS PÚBLICAS;31002013026P3;31002013
5638;ECONOMIA REGIONAL E DESENVOLVIMENTO;31002013158P7;31002013
5639;EDUCAÇÃO, CONTEXTOS CONTEMPORÂNEOS E DEMANDAS POPULARES;31002013020P5;31002013
5640;EDUCAÇÃO AGRÍCOLA;31002013017P4;31002013
5641;EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA;31002013156P4;31002013
5642;Engenharia Agrícola e Ambiental;31002013032P3;31002013
5643;ENGENHARIA QUÍMICA;31002013014P5;31002013
5644;Ensino de História;31001017155P1;31002013
5645;Filosofia;31002013031P7;31002013
5646;FITOSSANIDADE E BIOTECNOLOGIA APLICADA;31002013018P0;31002013
5647;FITOTECNIA;31002013010P0;31002013
5648;GEOGRAFIA;31002013157P0;31002013
5649;GESTÃO E ESTRATÉGIA;31002013015P1;31002013
5650;HISTÓRIA;31002013019P7;31002013
5651;HUMANIDADES DIGITAIS;33309000002P3;31002013
5652;LETRAS;23001011069P5;31002013
5653;Matemática em Rede Nacional;31075010001P2;31002013
5654;MEDICINA VETERINÁRIA;31002013009P1;31002013
5655;MEDICINA VETERINÁRIA PATOLOGIA E CIÊNCIAS CLÍNICAS;31002013016P8;31002013
5656;MICROBIOLOGIA VETERINÁRIA;31002013008P5;31002013
5657;MODELAGEM E EVOLUÇÃO GEOLÓGICA;31002013159P3;31002013
5658;Modelagem Matemática e Computacional;31002013028P6;31002013
5659;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;33147019001P2;31002013
5660;Práticas em Desenvolvimento Sustentável;31002013024P0;31002013
5661;Psicologia;31002013027P0;31002013
5662;QUÍMICA;31002013001P0;31002013
5663;Química em Rede Nacional;31001017169P2;31002013
5664;ZOOTECNIA;31002013013P9;31002013
5665;HUMANIDADES DIGITAIS;33309000002P3;33309000
5666;PATRIMÔNIO, CULTURA E SOCIEDADE;33309000001P7;33309000
5667;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;23003014
5668;AGRONOMIA - CIÊNCIA DO SOLO;23003014015P5;23003014
5669;Ambiente, tecnologia e sociedade;23003014016P1;23003014
5670;CIÊNCIA ANIMAL;23003014013P2;23003014
5671;CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA;23002018002P4;23003014
5672;CIÊNCIA E ENGENHARIA DE MATERIAIS;23003014051P1;23003014
5673;COGNIÇÃO, TECNOLOGIAS E INSTITUIÇÕES;23003014072P9;23003014
5674;DIREITO;23003014073P5;23003014
5675;Ecologia e Conservação;23003014019P0;23003014
5676;Engenharia Elétrica;23003014017P8;23003014
5677;ENSINO;23002018071P6;23003014
5678;Ensino de Física  - PROFIS;33283010001P5;23003014
5679;FITOTECNIA;23003014011P0;23003014
5680;IRRIGAÇÃO E DRENAGEM;23003014014P9;23003014
5681;MANEJO DE SOLO E ÁGUA;23003014018P4;23003014
5682;Matemática em Rede Nacional;31075010001P2;23003014
5683;PRODUÇÃO ANIMAL;23001011050P2;23003014
5684;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;23003014
5685;ADMINISTRAÇÃO;42041015011P8;42041015
5686;Diversidade Cultural e Inclusão Social;42041015006P4;42041015
5687;Inclusão Social;42041015005P8;42041015
5688;INCLUSÃO SOCIAL E ACESSIBILIDADE;42041015002P9;42041015
5689;Indústria Criativa;42041015007P0;42041015
5690;LETRAS;42041015008P7;42041015
5691;PROCESSOS E MANIFESTAÇÕES CULTURAIS;42041015004P1;42041015
5692;QUALIDADE AMBIENTAL;42041015001P2;42041015
5693;TECNOLOGIA DE MATERIAIS E PROCESSOS INDUSTRIAIS;42041015003P5;42041015
5694;TOXICOLOGIA E ANÁLISES TOXICOLÓGICAS;42041015009P3;42041015
5695;VIROLOGIA;42041015010P1;42041015
5696;CIÊNCIAS DA SAÚDE E DA VIDA;42039010005P7;42039010
5697;Ensino de Ciências e Matemática;42039010001P1;42039010
5698;Ensino de Ciências e Matemática;42039010003P4;42039010
5699;ENSINO DE HUMANIDADES E LINGUAGENS;42039010006P3;42039010
5700;NANOCIÊNCIAS;42039010002P8;42039010
5701;SAÚDE MATERNO INFANTIL;42039010004P0;42039010
5702;ADMINISTRAÇÃO;32053010001P9;32053010
5703;ARQUITETURA E URBANISMO;32053010007P7;32053010
5704;Estudos Culturais Contemporâneos;32053010004P8;32053010
5705;Instituições Sociais, Direito e Democracia;32053010002P5;32053010
5706;Processos Construtivos;32053010005P4;32053010
5707;Sistemas de Informação e Gestão do Conhecimento;32053010003P1;32053010
5708;SISTEMAS DE INFORMAÇÃO E GESTÃO DO CONHECIMENTO;32053010006P0;32053010
5709;CIENCIAS DO EXERCÍCIO E DO ESPORTE;31006019004P5;31006019
5710;DIREITO;31006019003P9;31006019
5711;Ensino na Saúde;31006019006P8;31006019
5712;FILOSOFIA;31006019001P6;31006019
5713;GESTÃO DO TRABALHO PARA A QUALIDADE DO AMBIENTE CONSTRUÍDO;31006019007P4;31006019
5714;PSICOLOGIA PSICOLOGIA SOCIAL;31006019002P2;31006019
5715;SEXOLOGIA;31006019005P1;31006019
5716;ADMINISTRAÇÃO ;33057010006P2;33057010
5717;DIREITO;33057010003P3;33057010
5718;EDUCAÇÃO;33057010005P6;33057010
5719;ODONTOLOGIA;33057010002P7;33057010
5720;PSICOLOGIA;33057010004P0;33057010
5721;CIÊNCIAS BIOLÓGICAS DOENÇAS PARASITÁRIAS;31042015001P8;31042015
5722;DIREITO;31042015002P4;31042015
5723;AGRICULTURA SUSTENTÁVEL;32016018005P6;32016018
5724;CIÊNCIA ANIMAL;32016018001P0;32016018
5725;ENSINO EM SAÚDE;32016018004P0;32016018
5726;REPRODUÇÃO, SANIDADE E BEM-ESTAR ANIMAL;32016018003P3;32016018
5727;SISTEMAS DE PRODUÇÃO NA AGROPECUÁRIA;32016018002P7;32016018
5728;Avaliação de Impactos Ambientais;42021014002P5;42021014
5729;Direito;42021014005P4;42021014
5730;EDUCAÇÃO;42021014001P9;42021014
5731;Memória Social e Bens Culturais;42021014003P1;42021014
5732;MEMÓRIA SOCIAL E BENS CULTURAIS;42021014006P0;42021014
5733;SAÚDE E DESENVOLVIMENTO HUMANO;42021014004P8;42021014
5734;Biologia Celular e Molecular Aplicada à Saúde;42019010013P0;42019010
5735;DIAGNÓSTICO GENÉTICO E MOLECULAR;42019010007P0;42019010
5736;DIREITO;42019010008P6;42019010
5737;EDUCAÇÃO;42019010009P2;42019010
5738;ENGENHARIA: ENERGIA, AMBIENTE E MATERIAIS;42019010006P3;42019010
5739;Engenharia de Materiais e Processos Sustentáveis;42019010014P6;42019010
5740;ENSINO DE CIÊNCIAS E MATEMÁTICA;42019010005P7;42019010
5741;GENÉTICA E  TOXICOLOGIA APLICADA;42019010010P0;42019010
5742;GENÉTICA E  TOXICOLOGIA APLICADA;42019010011P7;42019010
5743;ODONTOLOGIA;42019010001P1;42019010
5744;PROMOÇÃO DA SAÚDE, DESENVOLVIMENTO HUMANO E SOCIEDADE;42019010015P2;42019010
5745;SAÚDE COLETIVA;42019010004P0;42019010
5746;ADMINISTRAÇÃO;33007012008P2;33007012
5747;Administração;33007012010P7;33007012
5748;CIÊNCIA DA COMPUTAÇÃO;33007012009P9;33007012
5749;Ciências do Movimento Humano;33007012011P3;33007012
5750;DIREITO;33007012005P3;33007012
5751;EDUCAÇÃO;33007012001P8;33007012
5752;EDUCAÇÃO FÍSICA;33007012006P0;33007012
5753;ENGENHARIA DE PRODUÇÃO;33007012004P7;33007012
5754;FISIOTERAPIA;33007012007P6;33007012
5755;ADMINISTRAÇÃO;33017018005P5;33017018
5756;ADMINISTRAÇÃO;33017018008P4;33017018
5757;CIÊNCIAS DA RELIGIÃO;33017018001P0;33017018
5758;COMUNICAÇÃO SOCIAL;33017018004P9;33017018
5759;EDUCAÇÃO;33017018007P8;33017018
5760;ODONTOLOGIA;33017018006P1;33017018
5761;PSICOLOGIA DA SAÚDE;33017018002P6;33017018
5762;DIREITO;33103011001P0;33103011
5763;MEDICINA VETERINÁRIA NO MEIO AMBIENTE LITORANEO;33103011004P9;33103011
5764;PRÁTICAS DOCENTES NO ENSINO FUNDAMENTAL;33103011003P2;33103011
5765;Saúde e Meio Ambiente;33103011002P6;33103011
5766;ADMINISTRAÇÃO;33110018001P2;33110018
5767;COMUNICAÇÃO;33110018002P9;33110018
5768;DOCÊNCIA E GESTÃO EDUCACIONAL;33110018003P5;33110018
5769;INOVAÇÃO NA COMUNICAÇÃO DE INTERESSE PÚBLICO;33110018004P1;33110018
5770;INOVAÇÃO NO ENSINO SUPERIOR EM SAÚDE;33110018005P8;33110018
5771;AQUICULTURA;12006017003P5;12006017
5772;BIOLOGIA URBANA;12006017001P2;12006017
5773;BIOLOGIA URBANA;12006017002P9;12006017
5774;CIÊNCIA E TECNOLOGIA DE LEITE E DERIVADOS;40024016002P9;40024016
5775;CIÊNCIAS DA REABILITAÇÃO;40002012042P4;40024016
5776;EXERCICIO FISICO NA PROMOÇÂO DA SAUDE;40024016004P1;40024016
5777;Metodologias para o Ensino de Linguagens e suas Tecnologias;40024016005P8;40024016
5778;ODONTOLOGIA;40024016001P2;40024016
5779;Saúde e Produção Animal;40024016003P5;40024016
5780;ADMINISTRAÇÃO;33092010001P6;33092010
5781;ADMINISTRAÇÃO;33092010003P9;33092010
5782;Biofotônica aplicada às Ciências da Saúde;33092010013P4;33092010
5783;CIDADES INTELIGENTES E SUSTENTÁVEIS;33092010017P0;33092010
5784;CIÊNCIAS DA REABILITAÇÃO;33092010004P5;33092010
5785;DIREITO;33092010011P1;33092010
5786;EDUCAÇÃO;33092010002P2;33092010
5787;ENGENHARIA DE PRODUÇÃO;33092010007P4;33092010
5788;Gestão Ambiental e Sustentabilidade;33092010009P7;33092010
5789;Gestão de Projetos;33092010008P0;33092010
5790;Gestão do Esporte;33092010015P7;33092010
5791;Gestão em Sistemas de Saúde;33092010014P0;33092010
5792;Gestão e Práticas Educacionais;33092010012P8;33092010
5793;INFORMÁTICA E GESTÃO DO CONHECIMENTO ;33092010016P3;33092010
5794;Medicina;33092010010P5;33092010
5795;BIOTECNOLOGIA APLICADA À AGRICULTURA;40028011003P0;40028011
5796;CIÊNCIA ANIMAL COM ÊNFASE EM PRODUTOS BIOATIVOS;40028011002P4;40028011
5797;DIREITO PROCESSUAL E CIDADANIA;40028011001P8;40028011
5798;PLANTAS MEDICINAIS E FITOTERÁPICOS NA ATENÇÃO BÁSICA;40028011004P7;40028011
5799;ADMINISTRAÇÃO;33063010006P9;33063010
5800;COMUNICAÇÃO;33063010004P6;33063010
5801;ENGENHARIA DE PRODUÇÃO;33063010003P0;33063010
5802;ODONTOLOGIA;33063010002P3;33063010
5803;Patologia Ambiental e Experimental;33063010005P2;33063010
5804;ADMINISTRAÇÃO;40022013001P0;40022013
5805;BIOTECNOLOGIA INDUSTRIAL;40022013004P9;40022013
